0.75	0.622678279876709	11781.841088056564	14689	335
1.0	0.620215654373169	11723.057801961899	14527	461
1.25	0.6184086799621582	11489.406367778778	14390	568
1.5	0.598419189453125	11437.9300365448	14176	746
