0.75	110.56736612319946	10773.662677288055	13998	624
1.0	111.5243399143219	11275.861569404602	13958	652
1.25	111.47009706497192	11224.836272001266	13929	675
1.5	112.00309538841248	11197.410677194595	13892	700
