"---------------------> roundrobin SCHEDULLER, CACHE WITH 10% AND CHUNK OF (40) -----------------"
"{'t1': 0, 't2': 1, 'similar?': 0.11, 'premature_discard': 0, 'discarded': 0, 'used': 696, 'hits_t1': 0, 'rules_t1': 4525, 'hits_t2': 696, 'rules_t2': 5883}"
"{'t1': 1, 't2': 2, 'similar?': 0.06, 'premature_discard': 0, 'discarded': 0, 'used': 1226, 'hits_t1': 696, 'rules_t1': 5883, 'hits_t2': 1226, 'rules_t2': 3765}"
"{'t1': 2, 't2': 3, 'similar?': 0.06, 'premature_discard': 0, 'discarded': 0, 'used': 1577, 'hits_t1': 1226, 'rules_t1': 3765, 'hits_t2': 1577, 'rules_t2': 5002}"
"{'t1': 3, 't2': 4, 'similar?': 0.15, 'premature_discard': 0, 'discarded': 0, 'used': 2945, 'hits_t1': 1577, 'rules_t1': 5002, 'hits_t2': 2945, 'rules_t2': 2543}"
"{'t1': 4, 't2': 5, 'similar?': 0.13, 'premature_discard': 0, 'discarded': 2390, 'used': 1676, 'hits_t1': 2945, 'rules_t1': 2543, 'hits_t2': 1676, 'rules_t2': 2849}"
"{'t1': 5, 't2': 6, 'similar?': 0.18, 'premature_discard': 0, 'discarded': 1977, 'used': 4602, 'hits_t1': 1676, 'rules_t1': 2849, 'hits_t2': 4602, 'rules_t2': 1977}"
"{'t1': 6, 't2': 7, 'similar?': 0.62, 'premature_discard': 0, 'discarded': 0, 'used': 6579, 'hits_t1': 4602, 'rules_t1': 1977, 'hits_t2': 6579, 'rules_t2': 0}"
"{'t1': 7, 't2': 8, 'similar?': 0.26, 'premature_discard': 0, 'discarded': 3085, 'used': 2932, 'hits_t1': 6579, 'rules_t1': 0, 'hits_t2': 2932, 'rules_t2': 3085}"
"{'t1': 8, 't2': 9, 'similar?': 0.45, 'premature_discard': 0, 'discarded': 0, 'used': 4525, 'hits_t1': 2932, 'rules_t1': 3085, 'hits_t2': 4525, 'rules_t2': 0}"
"{'t1': 9, 't2': 10, 'similar?': 0.09, 'premature_discard': 0, 'discarded': 929, 'used': 4062, 'hits_t1': 4525, 'rules_t1': 0, 'hits_t2': 4062, 'rules_t2': 929}"
"{'t1': 10, 't2': 11, 'similar?': 0.03, 'premature_discard': 0, 'discarded': 2750, 'used': 3829, 'hits_t1': 4062, 'rules_t1': 929, 'hits_t2': 3829, 'rules_t2': 2750}"
"{'t1': 11, 't2': 12, 'similar?': 0.31, 'premature_discard': 0, 'discarded': 1566, 'used': 3425, 'hits_t1': 3829, 'rules_t1': 2750, 'hits_t2': 3425, 'rules_t2': 1566}"
"{'t1': 12, 't2': 13, 'similar?': 0.15, 'premature_discard': 0, 'discarded': 4928, 'used': 1651, 'hits_t1': 3425, 'rules_t1': 1566, 'hits_t2': 1651, 'rules_t2': 4928}"
"{'t1': 13, 't2': 14, 'similar?': 0.14, 'premature_discard': 0, 'discarded': 3051, 'used': 1940, 'hits_t1': 1651, 'rules_t1': 4928, 'hits_t2': 1940, 'rules_t2': 3051}"
