0.75	49.535590171813965	24345.612850904465	6414502	3936408
1.0	53.11043047904968	12096.588905572891	4991057	5359853
1.25	48.50358748435974	9182.319173336029	4530172	5820738
1.5	48.47676110267639	7785.9214560985565	4269230	6081680
