64,0.75,0.42112112112112116,0.94,0.02,0.21296736708657535,3305.3793793793793,9177,0,2565.7424285038123,3305.3793793793793,9177,0,2565.7424285038123,3305.3793793793793,9177,0,2565.7424285038123
64,1.0,0.42112112112112116,0.94,0.02,0.21296736708657535,4429.198198198198,9919,175,2249.068891705275,4427.149149149149,9919,0,2252.1686363021577,4429.198198198198,9919,175,2249.068891705275
64,1.25,0.42112112112112116,0.94,0.02,0.21296736708657535,4822.984984984985,9919,175,2273.7348272917875,4820.935935935936,9919,0,2277.155358869554,4822.984984984985,9919,175,2273.7348272917875
64,1.5,0.42112112112112116,0.94,0.02,0.21296736708657535,5091.533533533534,9919,515,2181.393038453832,5089.257257257257,9919,0,2185.5144997261855,5091.533533533534,9919,515,2181.393038453832
128,0.75,0.4507007007007007,0.93,0.02,0.21158515493128718,3524.3133133133133,9625,0,2645.632266779334,3524.123123123123,9625,0,2645.8787762016254,3524.3133133133133,9625,0,2645.632266779334
128,1.0,0.4507007007007007,0.93,0.02,0.21158515493128718,4756.760760760761,9919,175,2262.516688466056,4755.600600600601,9919,0,2264.6573698116636,4756.760760760761,9919,175,2262.516688466056
128,1.25,0.4507007007007007,0.93,0.02,0.21158515493128718,5166.377377377377,9919,277,2303.2357160074216,5164.747747747748,9919,0,2306.3125620926794,5166.377377377377,9919,277,2303.2357160074216
128,1.5,0.4507007007007007,0.93,0.02,0.21158515493128718,5428.561561561562,9919,277,2195.5902857014626,5426.826826826827,9919,0,2199.1911300902675,5428.561561561562,9919,277,2195.5902857014626
256,0.75,0.4686186186186186,0.94,0.02,0.20935406090284042,3654.062062062062,9919,0,2678.230813511523,3653.967967967968,9919,0,2678.3575355174366,3654.062062062062,9919,0,2678.230813511523
256,1.0,0.4686186186186186,0.94,0.02,0.20935406090284042,4957.880880880881,9919,175,2261.161536095363,4956.892892892893,9919,0,2263.111138580053,4957.880880880881,9919,175,2261.161536095363
256,1.25,0.4686186186186186,0.94,0.02,0.20935406090284042,5389.898898898899,9919,175,2265.98973613586,5388.910910910911,9919,0,2268.123381729005,5389.898898898899,9919,175,2265.98973613586
256,1.5,0.4686186186186186,0.94,0.02,0.20935406090284042,5644.293293293294,9919,333,2168.217040381166,5642.720720720721,9919,0,2171.7376156783844,5644.293293293294,9919,333,2168.217040381166
