"---------------------> nnschellbysignature SCHEDULLER, CACHE WITH 0.75% AND CHUNK OF (64) -----------------"
"{'t1': 189, 't2': 132, 'similar?': 0.16, 'premature_discard': 2104, 'discarded': 11246, 'used': 0, 'hits_t1': 1184, 'rules_t1': 10094, 'hits_t2': 0, 'rules_t2': 11246}"
"{'t1': 132, 't2': 144, 'similar?': 0.2, 'premature_discard': 2693, 'discarded': 11312, 'used': 0, 'hits_t1': 0, 'rules_t1': 11246, 'hits_t2': 0, 'rules_t2': 11351}"
"{'t1': 144, 't2': 181, 'similar?': 0.22, 'premature_discard': 1862, 'discarded': 10348, 'used': 352, 'hits_t1': 0, 'rules_t1': 11351, 'hits_t2': 352, 'rules_t2': 10348}"
"{'t1': 181, 't2': 172, 'similar?': 0.09, 'premature_discard': 16, 'discarded': 9713, 'used': 987, 'hits_t1': 352, 'rules_t1': 10348, 'hits_t2': 987, 'rules_t2': 9713}"
"{'t1': 172, 't2': 184, 'similar?': 0.04, 'premature_discard': 35, 'discarded': 9192, 'used': 377, 'hits_t1': 987, 'rules_t1': 9713, 'hits_t2': 377, 'rules_t2': 9192}"
"{'t1': 184, 't2': 198, 'similar?': 0.15, 'premature_discard': 16, 'discarded': 8540, 'used': 1561, 'hits_t1': 377, 'rules_t1': 9192, 'hits_t2': 1561, 'rules_t2': 8540}"
"{'t1': 198, 't2': 229, 'similar?': 0.46, 'premature_discard': 25, 'discarded': 5392, 'used': 4525, 'hits_t1': 1561, 'rules_t1': 8540, 'hits_t2': 4525, 'rules_t2': 5392}"
"{'t1': 229, 't2': 215, 'similar?': 0.52, 'premature_discard': 0, 'discarded': 4617, 'used': 4991, 'hits_t1': 4525, 'rules_t1': 5392, 'hits_t2': 4991, 'rules_t2': 4617}"
"{'t1': 215, 't2': 233, 'similar?': 0.4, 'premature_discard': 0, 'discarded': 6082, 'used': 4089, 'hits_t1': 4991, 'rules_t1': 4617, 'hits_t2': 4089, 'rules_t2': 6082}"
"{'t1': 233, 't2': 200, 'similar?': 0.26, 'premature_discard': 153, 'discarded': 7595, 'used': 2625, 'hits_t1': 4089, 'rules_t1': 6082, 'hits_t2': 2625, 'rules_t2': 7595}"
"{'t1': 200, 't2': 226, 'similar?': 0.39, 'premature_discard': 169, 'discarded': 6486, 'used': 4089, 'hits_t1': 2625, 'rules_t1': 7595, 'hits_t2': 4089, 'rules_t2': 6486}"
"{'t1': 226, 't2': 255, 'similar?': 0.52, 'premature_discard': 80, 'discarded': 5128, 'used': 5488, 'hits_t1': 4089, 'rules_t1': 6486, 'hits_t2': 5488, 'rules_t2': 5128}"
"{'t1': 255, 't2': 195, 'similar?': 0.38, 'premature_discard': 0, 'discarded': 5952, 'used': 3682, 'hits_t1': 5488, 'rules_t1': 5128, 'hits_t2': 3682, 'rules_t2': 5952}"
"{'t1': 195, 't2': 231, 'similar?': 0.66, 'premature_discard': 0, 'discarded': 3160, 'used': 6017, 'hits_t1': 3682, 'rules_t1': 5952, 'hits_t2': 6017, 'rules_t2': 3160}"
"{'t1': 231, 't2': 222, 'similar?': 0.85, 'premature_discard': 0, 'discarded': 1371, 'used': 7806, 'hits_t1': 6017, 'rules_t1': 3160, 'hits_t2': 7806, 'rules_t2': 1371}"
"{'t1': 222, 't2': 209, 'similar?': 0.72, 'premature_discard': 0, 'discarded': 2598, 'used': 6579, 'hits_t1': 7806, 'rules_t1': 1371, 'hits_t2': 6579, 'rules_t2': 2598}"
"{'t1': 209, 't2': 232, 'similar?': 0.09, 'premature_discard': 716, 'discarded': 10128, 'used': 967, 'hits_t1': 6579, 'rules_t1': 2598, 'hits_t2': 967, 'rules_t2': 10229}"
"{'t1': 232, 't2': 234, 'similar?': 0.09, 'premature_discard': 1341, 'discarded': 11258, 'used': 0, 'hits_t1': 967, 'rules_t1': 10229, 'hits_t2': 0, 'rules_t2': 11268}"
"{'t1': 234, 't2': 210, 'similar?': 0.24, 'premature_discard': 2780, 'discarded': 11098, 'used': 0, 'hits_t1': 0, 'rules_t1': 11268, 'hits_t2': 0, 'rules_t2': 11098}"
"{'t1': 210, 't2': 228, 'similar?': 0.14, 'premature_discard': 1748, 'discarded': 11081, 'used': 0, 'hits_t1': 0, 'rules_t1': 11098, 'hits_t2': 0, 'rules_t2': 11081}"
"{'t1': 228, 't2': 220, 'similar?': 0.06, 'premature_discard': 181, 'discarded': 9587, 'used': 364, 'hits_t1': 0, 'rules_t1': 11081, 'hits_t2': 364, 'rules_t2': 9587}"
